pkey,profile,genome_id,name,product,start,stop,strand,scaffold,sequence_id,type,transl_table,core_table_fkey,Dup,HGT,Res,bgc_id,gene,description,function,bgctable_fkey,BGC,duptable_fkey,evalue,bitscore,gid,seqtitle,hits
GCF_014697215.1__TIGR01695__1__6186,TIGR01695,GCF_014697215.1,mviN_3,putative peptidoglycan biosynthesis protein MviN,6517122,6518964,-1.0,scaffold_1,6186,CDS,11.0,GCF_014697215.1__arts_core__TIGR01695,✔,✔,✖,,,,,,✖,GCF_014697215.1__arts_dup__TIGR01695,,,,,2
GCF_014697215.1__TIGR01736__1__6469,TIGR01736,GCF_014697215.1,purL,Phosphoribosylformylglycinamidine synthase subunit PurL,6789563,6791879,1.0,scaffold_1,6469,CDS,11.0,GCF_014697215.1__arts_core__TIGR01736,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01764__1__4191,TIGR01764,GCF_014697215.1,-,hypothetical protein,4475238,4475691,1.0,scaffold_1,4191,CDS,11.0,GCF_014697215.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01764__1__4594,TIGR01764,GCF_014697215.1,-,hypothetical protein,4892612,4892849,1.0,scaffold_1,4594,CDS,11.0,GCF_014697215.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01764__1__5599,TIGR01764,GCF_014697215.1,-,hypothetical protein,5912661,5913063,-1.0,scaffold_1,5599,CDS,11.0,GCF_014697215.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01764__1__5994,TIGR01764,GCF_014697215.1,-,hypothetical protein,6312552,6312756,-1.0,scaffold_1,5994,CDS,11.0,GCF_014697215.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01764__1__6660,TIGR01764,GCF_014697215.1,-,hypothetical protein,6967355,6967580,1.0,scaffold_1,6660,CDS,11.0,GCF_014697215.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01764__1__6696,TIGR01764,GCF_014697215.1,-,hypothetical protein,6998768,6998993,-1.0,scaffold_1,6696,CDS,11.0,GCF_014697215.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01764__1__7839,TIGR01764,GCF_014697215.1,-,hypothetical protein,8108434,8108920,1.0,scaffold_1,7839,CDS,11.0,GCF_014697215.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01764__3__9168,TIGR01764,GCF_014697215.1,-,hypothetical protein,32678,33131,-1.0,scaffold_3,9168,CDS,11.0,GCF_014697215.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01764__3__9187,TIGR01764,GCF_014697215.1,-,hypothetical protein,51306,51555,1.0,scaffold_3,9187,CDS,11.0,GCF_014697215.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01798__1__5544,TIGR01798,GCF_014697215.1,gltA2,Citrate synthase 1,5856590,5857895,-1.0,scaffold_1,5544,CDS,11.0,GCF_014697215.1__arts_core__TIGR01798,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01808__1__6956,TIGR01808,GCF_014697215.1,-,hypothetical protein,7254698,7255004,-1.0,scaffold_1,6956,CDS,11.0,GCF_014697215.1__arts_core__TIGR01808,✖,✖,✖,,,,Amino acid biosynthesis,,✖,,,,,,0
GCF_014697215.1__TIGR01819__1__7226,TIGR01819,GCF_014697215.1,fbiA,Phosphoenolpyruvate transferase,7511778,7512843,-1.0,scaffold_1,7226,CDS,11.0,GCF_014697215.1__arts_core__TIGR01819,✖,✖,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,,,,,,0
GCF_014697215.1__TIGR01900__1__5213,TIGR01900,GCF_014697215.1,dapE_3,Putative succinyl-diaminopimelate desuccinylase DapE,5516495,5517572,-1.0,scaffold_1,5213,CDS,11.0,GCF_014697215.1__arts_core__TIGR01900,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01915__1__4500,TIGR01915,GCF_014697215.1,-,hypothetical protein,4794373,4795021,-1.0,scaffold_1,4500,CDS,11.0,GCF_014697215.1__arts_core__TIGR01915,✖,✖,✖,,,,Energy metabolism,,✖,,,,,,0
GCF_014697215.1__TIGR01951__1__8306,TIGR01951,GCF_014697215.1,nusB,Transcription antitermination protein NusB,8609937,8610381,1.0,scaffold_1,8306,CDS,11.0,GCF_014697215.1__arts_core__TIGR01951,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01953__1__7863,TIGR01953,GCF_014697215.1,nusA,Transcription termination/antitermination protein NusA,8131760,8132831,1.0,scaffold_1,7863,CDS,11.0,GCF_014697215.1__arts_core__TIGR01953,✖,✔,✖,,,,Transcription,,✖,,,,,,1
GCF_014697215.1__TIGR01959__1__6728,TIGR01959,GCF_014697215.1,nuoF_2,NADH-quinone oxidoreductase subunit F,7032128,7033445,1.0,scaffold_1,6728,CDS,11.0,GCF_014697215.1__arts_core__TIGR01959,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01962__1__6726,TIGR01962,GCF_014697215.1,nuoD,NADH-quinone oxidoreductase subunit D,7029994,7031350,1.0,scaffold_1,6726,CDS,11.0,GCF_014697215.1__arts_core__TIGR01962,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01966__1__4987,TIGR01966,GCF_014697215.1,rph,Ribonuclease PH,5292850,5293606,-1.0,scaffold_1,4987,CDS,11.0,GCF_014697215.1__arts_core__TIGR01966,✖,✔,✖,,,,Transcription,,✖,,,,,,1
GCF_014697215.1__TIGR01967__1__7534,TIGR01967,GCF_014697215.1,-,hypothetical protein,7816963,7820920,1.0,scaffold_1,7534,CDS,11.0,GCF_014697215.1__arts_core__TIGR01967,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01970__1__1311,TIGR01970,GCF_014697215.1,hrpB,ATP-dependent RNA helicase HrpB,1492326,1495185,1.0,scaffold_1,1311,CDS,11.0,GCF_014697215.1__arts_core__TIGR01970,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01980__1__8418,TIGR01980,GCF_014697215.1,-,hypothetical protein,8735697,8737161,1.0,scaffold_1,8418,Core,11.0,GCF_014697215.1__arts_core__TIGR01980,✖,✔,✖,NZ_CP031142.1.region036,TIGR01980,sufB: FeS assembly protein SufB,"Biosynthesis of cofactors, prosthetic groups, and carriers",NZ_CP031142.1.region036__arts_bgc,✔,,,,,,2
GCF_014697215.1__TIGR01981__1__8419,TIGR01981,GCF_014697215.1,-,hypothetical protein,8737162,8738347,1.0,scaffold_1,8419,Core,11.0,GCF_014697215.1__arts_core__TIGR01981,✖,✔,✖,NZ_CP031142.1.region036,TIGR01981,sufD: FeS assembly protein SufD,"Biosynthesis of cofactors, prosthetic groups, and carriers",NZ_CP031142.1.region036__arts_bgc,✔,,,,,,2
GCF_014697215.1__TIGR01994__1__8422,TIGR01994,GCF_014697215.1,iscU,Iron-sulfur cluster assembly scaffold protein IscU,8740487,8740946,1.0,scaffold_1,8422,Core,11.0,GCF_014697215.1__arts_core__TIGR01994,✖,✖,✖,NZ_CP031142.1.region036,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family","Biosynthesis of cofactors, prosthetic groups, and carriers",NZ_CP031142.1.region036__arts_bgc,✔,,,,,,1
GCF_014697215.1__TIGR02012__1__4373,TIGR02012,GCF_014697215.1,recA,Protein RecA,4654711,4655752,-1.0,scaffold_1,4373,CDS,11.0,GCF_014697215.1__arts_core__TIGR02012,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR02013__1__6776,TIGR02013,GCF_014697215.1,rpoB,DNA-directed RNA polymerase subunit beta,7083299,7086794,1.0,1,6776,CDS,11.0,GCF_014697215.1__arts_core__TIGR02013,✖,✖,✔,,,TIGR02013,,,✖,,0.0,1740.0,cog,cog0085,1
GCF_014697215.1__TIGR02027__1__6831,TIGR02027,GCF_014697215.1,rpoA,DNA-directed RNA polymerase subunit alpha,7138696,7139776,1.0,scaffold_1,6831,CDS,11.0,GCF_014697215.1__arts_core__TIGR02027,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR02082__1__2921,TIGR02082,GCF_014697215.1,metH_1,Methionine synthase,3088861,3092428,-1.0,scaffold_1,2921,CDS,11.0,GCF_014697215.1__arts_core__TIGR02082,✔,✖,✖,,,,,,✖,GCF_014697215.1__arts_dup__TIGR02082,,,,,1
GCF_014697215.1__TIGR02082__1__8462,TIGR02082,GCF_014697215.1,metH_2,Methionine synthase,8781590,8785136,1.0,scaffold_1,8462,CDS,11.0,GCF_014697215.1__arts_core__TIGR02082,✔,✖,✖,,,,,,✖,GCF_014697215.1__arts_dup__TIGR02082,,,,,1
GCF_014697215.1__TIGR02127__1__8314,TIGR02127,GCF_014697215.1,pyrF,Orotidine 5-phosphate decarboxylase,8619454,8620303,1.0,scaffold_1,8314,CDS,11.0,GCF_014697215.1__arts_core__TIGR02127,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR02133__1__4812,TIGR02133,GCF_014697215.1,rpiB_2,Ribose-5-phosphate isomerase B,5108448,5108946,-1.0,scaffold_1,4812,CDS,11.0,GCF_014697215.1__arts_core__TIGR02133,✔,✖,✖,,,,Unclassified,,✖,GCF_014697215.1__arts_dup__TIGR02133,,,,,1
GCF_014697215.1__TIGR02133__1__8632,TIGR02133,NRRL30141,derI1,D-erythrulose-4-phosphate isomerase 1,8968777,8969269,1.0,scaffold_1,8632,CDS,11.0,GCF_014697215.1__arts_core__TIGR02133,✔,✖,✖,,,,Unclassified,,✖,GCF_014697215.1__arts_dup__TIGR02133,,,,,1
GCF_014697215.1__TIGR02133__1__919,TIGR02133,GCF_014697215.1,rpiB_1,Ribose-5-phosphate isomerase B,1085494,1086007,1.0,scaffold_1,919,CDS,11.0,GCF_014697215.1__arts_core__TIGR02133,✔,✖,✖,,,,Unclassified,,✖,GCF_014697215.1__arts_dup__TIGR02133,,,,,1
GCF_014697215.1__TIGR02156__1__1394,TIGR02156,GCF_014697215.1,paaA,"1,2-phenylacetyl-CoA epoxidase, subunit A",1572277,1573243,1.0,scaffold_1,1394,CDS,11.0,GCF_014697215.1__arts_core__TIGR02156,✖,✔,✖,NZ_CP031142.1.region014,TIGR02156,"PA_CoA_Oxy1: phenylacetate-CoA oxygenase, PaaG subunit",Energy metabolism,NZ_CP031142.1.region014__arts_bgc,✔,,,,,,2
GCF_014697215.1__TIGR02157__1__1395,TIGR02157,GCF_014697215.1,paaB,"1,2-phenylacetyl-CoA epoxidase, subunit B",1573239,1573551,1.0,scaffold_1,1395,Core,11.0,GCF_014697215.1__arts_core__TIGR02157,✖,✔,✖,NZ_CP031142.1.region014,TIGR02157,"PA_CoA_Oxy2: phenylacetate-CoA oxygenase, PaaH subunit",Energy metabolism,NZ_CP031142.1.region014__arts_bgc,✔,,,,,,2
GCF_014697215.1__TIGR02158__1__1396,TIGR02158,GCF_014697215.1,paaC_1,"1,2-phenylacetyl-CoA epoxidase, subunit C",1573561,1574452,1.0,scaffold_1,1396,Core,11.0,GCF_014697215.1__arts_core__TIGR02158,✔,✖,✖,NZ_CP031142.1.region014,TIGR02158,"PA_CoA_Oxy3: phenylacetate-CoA oxygenase, PaaI subunit",Energy metabolism,NZ_CP031142.1.region014__arts_bgc,✔,GCF_014697215.1__arts_dup__TIGR02158,,,,,2
GCF_014697215.1__TIGR02158__1__6707,TIGR02158,GCF_014697215.1,paaC_2,"1,2-phenylacetyl-CoA epoxidase, subunit C",7010568,7011444,1.0,scaffold_1,6707,CDS,11.0,GCF_014697215.1__arts_core__TIGR02158,✔,✖,✖,,,,Energy metabolism,,✖,GCF_014697215.1__arts_dup__TIGR02158,,,,,1
GCF_014697215.1__TIGR02159__1__1397,TIGR02159,GCF_014697215.1,paaD,"Putative 1,2-phenylacetyl-CoA epoxidase, subunit D",1574445,1574964,1.0,scaffold_1,1397,Core,11.0,GCF_014697215.1__arts_core__TIGR02159,✖,✔,✖,NZ_CP031142.1.region014,TIGR02159,"PA_CoA_Oxy4: phenylacetate-CoA oxygenase, PaaJ subunit",Energy metabolism,NZ_CP031142.1.region014__arts_bgc,✔,,,,,,2
GCF_014697215.1__TIGR02170__1__7750,TIGR02170,GCF_014697215.1,thyX_1,Flavin-dependent thymidylate synthase,8021737,8022496,1.0,scaffold_1,7750,CDS,11.0,GCF_014697215.1__arts_core__TIGR02170,✔,✖,✖,,,,,,✖,GCF_014697215.1__arts_dup__TIGR02170,,,,,1
GCF_014697215.1__TIGR02170__1__7888,TIGR02170,GCF_014697215.1,thyX_2,Flavin-dependent thymidylate synthase,8158148,8158901,1.0,scaffold_1,7888,CDS,11.0,GCF_014697215.1__arts_core__TIGR02170,✔,✖,✖,,,,,,✖,GCF_014697215.1__arts_dup__TIGR02170,,,,,1
GCF_014697215.1__TIGR02191__1__7642,TIGR02191,GCF_014697215.1,rnc,Ribonuclease 3,7924672,7925422,1.0,scaffold_1,7642,CDS,11.0,GCF_014697215.1__arts_core__TIGR02191,✖,✔,✖,,,,Transcription,,✖,,,,,,1
GCF_014697215.1__TIGR02225__1__8609,TIGR02225,GCF_014697215.1,xerD_20,Tyrosine recombinase XerD,8942062,8943010,1.0,scaffold_1,8609,CDS,11.0,GCF_014697215.1__arts_core__TIGR02225,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR02227__1__7687,TIGR02227,GCF_014697215.1,-,hypothetical protein,7977211,7978114,1.0,scaffold_1,7687,CDS,11.0,GCF_014697215.1__arts_core__TIGR02227,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR02258__1__7875,TIGR02258,GCF_014697215.1,thpR,"RNA 2,3-cyclic phosphodiesterase",8145000,8145570,1.0,scaffold_1,7875,CDS,11.0,GCF_014697215.1__arts_core__TIGR02258,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR02273__1__7684,TIGR02273,GCF_014697215.1,rimM,Ribosome maturation factor RimM,7974697,7975237,1.0,scaffold_1,7684,CDS,11.0,GCF_014697215.1__arts_core__TIGR02273,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR02274__1__6385,TIGR02274,GCF_014697215.1,dcd,"dCTP deaminase, dUMP-forming",6709038,6709620,1.0,scaffold_1,6385,CDS,11.0,GCF_014697215.1__arts_core__TIGR02274,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR02348__1__185,TIGR02348,NRRL30141,groL,60 kDa chaperonin,331728,333378,1.0,scaffold_1,185,CDS,11.0,GCF_014697215.1__arts_core__TIGR02348,✔,✔,✖,,,,,,✖,GCF_014697215.1__arts_dup__TIGR02348,,,,,2
GCF_014697215.1__TIGR02348__1__5658,TIGR02348,NRRL30141,groL1_1,60 kDa chaperonin 1,5968902,5970531,-1.0,scaffold_1,5658,CDS,11.0,GCF_014697215.1__arts_core__TIGR02348,✔,✔,✖,,,,,,✖,GCF_014697215.1__arts_dup__TIGR02348,,,,,2
GCF_014697215.1__TIGR02348__1__6909,TIGR02348,NRRL30141,groL1_2,60 kDa chaperonin 1,7212482,7214099,1.0,scaffold_1,6909,CDS,11.0,GCF_014697215.1__arts_core__TIGR02348,✔,✔,✖,,,,,,✖,GCF_014697215.1__arts_dup__TIGR02348,,,,,2
GCF_014697215.1__TIGR02349__1__6404,TIGR02349,GCF_014697215.1,dnaJ1,Chaperone protein DnaJ 1,6725645,6726827,1.0,scaffold_1,6404,CDS,11.0,GCF_014697215.1__arts_core__TIGR02349,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR02350__1__3948,TIGR02350,GCF_014697215.1,dnaK_1,Chaperone protein DnaK,4228748,4230593,-1.0,scaffold_1,3948,CDS,11.0,GCF_014697215.1__arts_core__TIGR02350,✔,✖,✖,,,,,,✖,GCF_014697215.1__arts_dup__TIGR02350,,,,,1
GCF_014697215.1__TIGR02350__1__6402,TIGR02350,GCF_014697215.1,dnaK_7,Chaperone protein DnaK,6723038,6724901,1.0,scaffold_1,6402,CDS,11.0,GCF_014697215.1__arts_core__TIGR02350,✔,✖,✖,,,,,,✖,GCF_014697215.1__arts_dup__TIGR02350,,,,,1
GCF_014697215.1__TIGR02386__1__6777,TIGR02386,GCF_014697215.1,rpoC,DNA-directed RNA polymerase subunit beta,7086903,7090815,1.0,scaffold_1,6777,CDS,11.0,GCF_014697215.1__arts_core__TIGR02386,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR02393__1__4300,TIGR02393,GCF_014697215.1,rpoD,RNA polymerase sigma factor RpoD,4582331,4583837,1.0,scaffold_1,4300,CDS,11.0,GCF_014697215.1__arts_core__TIGR02393,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR02412__1__4818,TIGR02412,NRRL30141,pepN_2,Aminopeptidase N,5111933,5114507,1.0,scaffold_1,4818,CDS,11.0,GCF_014697215.1__arts_core__TIGR02412,✔,✖,✖,,,,Unclassified,,✖,GCF_014697215.1__arts_dup__TIGR02412,,,,,1
GCF_014697215.1__TIGR02412__1__935,TIGR02412,GCF_014697215.1,pepN_1,Aminopeptidase N,1104612,1107207,1.0,scaffold_1,935,Core,11.0,GCF_014697215.1__arts_core__TIGR02412,✔,✖,✖,NZ_CP031142.1.region010,TIGR02412,pepN_strep_liv: aminopeptidase N,Unclassified,NZ_CP031142.1.region010__arts_bgc,✔,GCF_014697215.1__arts_dup__TIGR02412,,,,,2
GCF_014697215.1__TIGR02422__1__2235,TIGR02422,GCF_014697215.1,pcaH,"Protocatechuate 3,4-dioxygenase beta chain",2402249,2402996,1.0,scaffold_1,2235,CDS,11.0,GCF_014697215.1__arts_core__TIGR02422,✖,✖,✖,,,,Energy metabolism,,✖,,,,,,0
GCF_014697215.1__TIGR02423__1__2236,TIGR02423,GCF_014697215.1,pcaG,"Protocatechuate 3,4-dioxygenase alpha chain",2402995,2403568,1.0,scaffold_1,2236,CDS,11.0,GCF_014697215.1__arts_core__TIGR02423,✖,✖,✖,,,,Energy metabolism,,✖,,,,,,0
GCF_014697215.1__TIGR02504__1__4344,TIGR02504,GCF_014697215.1,nrdJ_2,Vitamin B12-dependent ribonucleotide reductase,4623374,4626203,-1.0,scaffold_1,4344,CDS,11.0,GCF_014697215.1__arts_core__TIGR02504,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR02506__1__4924,TIGR02506,GCF_014697215.1,nrdA,Ribonucleoside-diphosphate reductase 1 subunit alpha,5224104,5226498,1.0,scaffold_1,4924,Core,11.0,GCF_014697215.1__arts_core__TIGR02506,✖,✔,✖,NZ_CP031142.1.region032,TIGR02506,"NrdE_NrdA: ribonucleoside-diphosphate reductase, alpha subunit","Purines, pyrimidines, nucleosides, and nucleotides",NZ_CP031142.1.region032__arts_bgc,✔,,,,,,2
GCF_014697215.1__TIGR02569__1__5144,TIGR02569,GCF_014697215.1,-,hypothetical protein,5450847,5451645,-1.0,scaffold_1,5144,CDS,11.0,GCF_014697215.1__arts_core__TIGR02569,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR02614__1__7941,TIGR02614,GCF_014697215.1,ftsW,putative peptidoglycan glycosyltransferase FtsW,8209323,8210739,1.0,scaffold_1,7941,CDS,11.0,GCF_014697215.1__arts_core__TIGR02614,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR02673__1__5104,TIGR02673,GCF_014697215.1,ftsE,Cell division ATP-binding protein FtsE,5404383,5405073,-1.0,scaffold_1,5104,CDS,11.0,GCF_014697215.1__arts_core__TIGR02673,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR02692__1__6189,TIGR02692,GCF_014697215.1,cca,CCA-adding enzyme,6522165,6523659,1.0,scaffold_1,6189,CDS,11.0,GCF_014697215.1__arts_core__TIGR02692,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR02727__1__5431,TIGR02727,GCF_014697215.1,-,5-formyltetrahydrofolate cyclo-ligase,5746536,5747133,1.0,scaffold_1,5431,CDS,11.0,GCF_014697215.1__arts_core__TIGR02727,✖,✔,✖,,,,Central intermediary metabolism,,✖,,,,,,1
GCF_014697215.1__TIGR02729__1__4766,TIGR02729,GCF_014697215.1,obg,GTPase Obg,5054006,5055485,-1.0,scaffold_1,4766,CDS,11.0,GCF_014697215.1__arts_core__TIGR02729,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR02753__1__7281,TIGR02753,GCF_014697215.1,sodN,Superoxide dismutase [Ni],7569205,7569613,-1.0,scaffold_1,7281,CDS,11.0,GCF_014697215.1__arts_core__TIGR02753,✖,✖,✖,,,,Unclassified,,✖,,,,,,0
GCF_014697215.1__TIGR02866__1__4433,TIGR02866,GCF_014697215.1,ctaC,Cytochrome c oxidase subunit 2,4719914,4720853,-1.0,scaffold_1,4433,CDS,11.0,GCF_014697215.1__arts_core__TIGR02866,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR02891__1__5015,TIGR02891,GCF_014697215.1,ctaD_1,putative cytochrome c oxidase subunit 1,5321845,5323594,-1.0,scaffold_1,5015,CDS,11.0,GCF_014697215.1__arts_core__TIGR02891,✔,✖,✖,,,,,,✖,GCF_014697215.1__arts_dup__TIGR02891,,,,,1
GCF_014697215.1__TIGR02891__1__6603,TIGR02891,GCF_014697215.1,ctaD_2,putative cytochrome c oxidase subunit 1,6907881,6909588,-1.0,scaffold_1,6603,CDS,11.0,GCF_014697215.1__arts_core__TIGR02891,✔,✖,✖,,,,,,✖,GCF_014697215.1__arts_dup__TIGR02891,,,,,1
GCF_014697215.1__TIGR02927__1__4459,TIGR02927,GCF_014697215.1,dlaT,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,4742604,4744287,1.0,scaffold_1,4459,CDS,11.0,GCF_014697215.1__arts_core__TIGR02927,✖,✖,✔,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR02947__1__7268,TIGR02947,GCF_014697215.1,sigH,ECF RNA polymerase sigma factor SigH,7560228,7560933,1.0,scaffold_1,7268,CDS,11.0,GCF_014697215.1__arts_core__TIGR02947,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR02960__1__1802,TIGR02960,GCF_014697215.1,sigG_1,ECF RNA polymerase sigma factor SigG,1967123,1968101,1.0,scaffold_1,1802,CDS,11.0,GCF_014697215.1__arts_core__TIGR02960,✖,✖,✖,,,,Unclassified,,✖,,,,,,0
GCF_014697215.1__TIGR02960__1__2284,TIGR02960,GCF_014697215.1,sigG_2,ECF RNA polymerase sigma factor SigG,2441476,2442484,1.0,scaffold_1,2284,CDS,11.0,GCF_014697215.1__arts_core__TIGR02960,✖,✖,✖,,,,Unclassified,,✖,,,,,,0
GCF_014697215.1__TIGR02970__1__7053,TIGR02970,GCF_014697215.1,sdhC,Succinate dehydrogenase 2 membrane subunit SdhC,7347560,7347995,-1.0,scaffold_1,7053,CDS,11.0,GCF_014697215.1__arts_core__TIGR02970,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR03089__1__7209,TIGR03089,GCF_014697215.1,-,hypothetical protein,7492022,7492733,-1.0,scaffold_1,7209,CDS,11.0,GCF_014697215.1__arts_core__TIGR03089,✖,✖,✖,,,,Unclassified,,✖,,,,,,0
GCF_014697215.1__TIGR03144__1__6693,TIGR03144,GCF_014697215.1,ccsA,Cytochrome c biogenesis protein CcsA,6995457,6996456,1.0,scaffold_1,6693,CDS,11.0,GCF_014697215.1__arts_core__TIGR03144,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR03156__1__4349,TIGR03156,GCF_014697215.1,hflX,GTPase HflX,4629963,4631472,-1.0,scaffold_1,4349,CDS,11.0,GCF_014697215.1__arts_core__TIGR03156,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR03160__1__4449,TIGR03160,GCF_014697215.1,cobT,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,4732608,4733703,1.0,scaffold_1,4449,CDS,11.0,GCF_014697215.1__arts_core__TIGR03160,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR03180__1__6886,TIGR03180,GCF_014697215.1,pucL,Uric acid degradation bifunctional protein PucL,7192727,7193237,-1.0,scaffold_1,6886,CDS,11.0,GCF_014697215.1__arts_core__TIGR03180,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR03188__1__8465,TIGR03188,GCF_014697215.1,hisE,Phosphoribosyl-ATP pyrophosphatase,8786994,8787258,1.0,scaffold_1,8465,CDS,11.0,GCF_014697215.1__arts_core__TIGR03188,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR03263__1__8340,TIGR03263,GCF_014697215.1,gmk,Guanylate kinase,8641683,8642286,1.0,scaffold_1,8340,CDS,11.0,GCF_014697215.1__arts_core__TIGR03263,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR03346__1__6413,TIGR03346,GCF_014697215.1,clpB,Chaperone protein ClpB,6736577,6739160,1.0,scaffold_1,6413,CDS,11.0,GCF_014697215.1__arts_core__TIGR03346,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR03356__1__146,TIGR03356,GCF_014697215.1,bglA,Beta-glucosidase A,285818,287282,1.0,scaffold_1,146,CDS,11.0,GCF_014697215.1__arts_core__TIGR03356,✖,✖,✖,NZ_CP031142.1.region003,TIGR03356,BGL: beta-galactosidase,Unclassified,NZ_CP031142.1.region003__arts_bgc,✔,,,,,,1
GCF_014697215.1__TIGR03383__1__6884,TIGR03383,GCF_014697215.1,uox,Uricase,7191464,7192355,-1.0,scaffold_1,6884,CDS,11.0,GCF_014697215.1__arts_core__TIGR03383,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR03438__1__2830,TIGR03438,GCF_014697215.1,egtD,Histidine N-alpha-methyltransferase,2986178,2987150,-1.0,scaffold_1,2830,CDS,11.0,GCF_014697215.1__arts_core__TIGR03438,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR03442__1__2831,TIGR03442,GCF_014697215.1,egtC,Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase,2987146,2987899,-1.0,scaffold_1,2831,CDS,11.0,GCF_014697215.1__arts_core__TIGR03442,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR03446__1__5287,TIGR03446,GCF_014697215.1,mca,Mycothiol S-conjugate amidase,5599283,5600165,-1.0,scaffold_1,5287,CDS,11.0,GCF_014697215.1__arts_core__TIGR03446,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR03447__1__8459,TIGR03447,GCF_014697215.1,mshC_2,L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase,8776413,8777649,1.0,scaffold_1,8459,CDS,11.0,GCF_014697215.1__arts_core__TIGR03447,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR03448__1__6524,TIGR03448,GCF_014697215.1,mshD_5,Mycothiol acetyltransferase,6842442,6843414,1.0,scaffold_1,6524,CDS,11.0,GCF_014697215.1__arts_core__TIGR03448,✖,✖,✖,,,,,,✖,,,,,,0
